priority_order,normalized_word,learner_rank,source_memberships,original_source_lemmas,rank_source,rank_source_version,rank_source_url,rank_source_license
1,the,1,"[""ngsl-core""]","[""the""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2,be,2,"[""ngsl-core""]","[""be""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
3,and,3,"[""ngsl-core""]","[""and""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
4,of,4,"[""ngsl-core""]","[""of""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
5,to,5,"[""ngsl-core""]","[""to""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
6,a,6,"[""ngsl-core""]","[""a""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
7,in,7,"[""ngsl-core""]","[""in""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
8,have,8,"[""ngsl-core""]","[""have""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
9,it,9,"[""ngsl-core""]","[""it""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
10,you,10,"[""ngsl-core""]","[""you""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
11,he,11,"[""ngsl-core""]","[""he""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
12,for,12,"[""ngsl-core""]","[""for""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
13,they,13,"[""ngsl-core""]","[""they""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
14,not,14,"[""ngsl-core""]","[""not""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
15,that,15,"[""ngsl-core""]","[""that""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
16,we,16,"[""ngsl-core""]","[""we""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
17,on,17,"[""ngsl-core""]","[""on""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
18,with,18,"[""ngsl-core""]","[""with""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
19,this,19,"[""ngsl-core""]","[""this""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
20,i,20,"[""ngsl-core""]","[""I""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
21,do,21,"[""ngsl-core""]","[""do""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
22,as,22,"[""ngsl-core""]","[""as""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
23,at,23,"[""ngsl-core""]","[""at""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
24,she,24,"[""ngsl-core""]","[""she""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
25,but,25,"[""ngsl-core""]","[""but""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
26,from,26,"[""ngsl-core""]","[""from""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
27,by,27,"[""ngsl-core""]","[""by""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
28,will,28,"[""ngsl-core""]","[""will""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
29,or,29,"[""ngsl-core""]","[""or""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
30,say,30,"[""ngsl-core""]","[""say""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
31,go,31,"[""ngsl-core""]","[""go""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
32,so,32,"[""ngsl-core""]","[""so""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
33,all,33,"[""ngsl-core""]","[""all""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
34,if,34,"[""ngsl-core""]","[""if""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
35,one,35,"[""ngsl-core""]","[""one""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
36,would,36,"[""ngsl-core""]","[""would""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
37,about,37,"[""ngsl-core""]","[""about""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
38,can,38,"[""ngsl-core""]","[""can""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
39,which,39,"[""ngsl-core""]","[""which""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
40,there,40,"[""ngsl-core""]","[""there""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
41,know,41,"[""ngsl-core""]","[""know""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
42,more,42,"[""ngsl-core""]","[""more""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
43,get,43,"[""ngsl-core""]","[""get""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
44,who,44,"[""ngsl-core""]","[""who""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
45,like,45,"[""ngsl-core""]","[""like""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
46,when,46,"[""ngsl-core""]","[""when""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
47,think,47,"[""ngsl-core""]","[""think""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
48,make,48,"[""ngsl-core""]","[""make""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
49,time,49,"[""ngsl-core""]","[""time""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
50,see,50,"[""ngsl-core""]","[""see""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
51,what,51,"[""ngsl-core""]","[""what""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
52,up,52,"[""ngsl-core""]","[""up""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
53,some,53,"[""ngsl-core""]","[""some""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
54,other,54,"[""ngsl-core""]","[""other""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
55,out,55,"[""ngsl-core""]","[""out""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
56,good,56,"[""ngsl-core""]","[""good""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
57,people,57,"[""ngsl-core""]","[""people""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
58,year,58,"[""ngsl-core""]","[""year""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
59,take,59,"[""ngsl-core""]","[""take""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
60,no,60,"[""ngsl-core""]","[""no""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
61,well,61,"[""ngsl-core""]","[""well""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
62,because,62,"[""ngsl-core""]","[""because""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
63,very,63,"[""ngsl-core""]","[""very""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
64,just,64,"[""ngsl-core""]","[""just""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
65,come,65,"[""ngsl-core""]","[""come""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
66,could,66,"[""ngsl-core""]","[""could""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
67,work,67,"[""ngsl-core""]","[""work""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
68,use,68,"[""ngsl-core""]","[""use""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
69,than,69,"[""ngsl-core""]","[""than""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
70,now,70,"[""ngsl-core""]","[""now""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
71,then,71,"[""ngsl-core""]","[""then""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
72,also,72,"[""ngsl-core""]","[""also""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
73,into,73,"[""ngsl-core""]","[""into""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
74,only,74,"[""ngsl-core""]","[""only""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
75,look,75,"[""ngsl-core""]","[""look""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
76,want,76,"[""ngsl-core""]","[""want""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
77,give,77,"[""ngsl-core""]","[""give""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
78,first,78,"[""ngsl-core""]","[""first""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
79,new,79,"[""ngsl-core""]","[""new""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
80,way,80,"[""ngsl-core""]","[""way""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
81,find,81,"[""ngsl-core""]","[""find""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
82,over,82,"[""ngsl-core""]","[""over""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
83,any,83,"[""ngsl-core""]","[""any""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
84,after,84,"[""ngsl-core""]","[""after""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
85,day,85,"[""ngsl-core""]","[""day""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
86,where,86,"[""ngsl-core""]","[""where""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
87,thing,87,"[""ngsl-core""]","[""thing""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
88,most,88,"[""ngsl-core""]","[""most""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
89,should,89,"[""ngsl-core""]","[""should""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
90,need,90,"[""ngsl-core""]","[""need""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
91,much,91,"[""ngsl-core""]","[""much""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
92,right,92,"[""ngsl-core""]","[""right""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
93,how,93,"[""ngsl-core""]","[""how""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
94,back,94,"[""ngsl-core""]","[""back""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
95,mean,95,"[""ngsl-core""]","[""mean""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
96,even,96,"[""ngsl-core""]","[""even""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
97,may,97,"[""ngsl-core"",""ngsl-supplement""]","[""may"",""May""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
98,here,98,"[""ngsl-core""]","[""here""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
99,many,99,"[""ngsl-core""]","[""many""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
100,such,100,"[""ngsl-core""]","[""such""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
101,last,101,"[""ngsl-core""]","[""last""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
102,child,102,"[""ngsl-core""]","[""child""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
103,tell,103,"[""ngsl-core""]","[""tell""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
104,really,104,"[""ngsl-core""]","[""really""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
105,call,105,"[""ngsl-core""]","[""call""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
106,before,106,"[""ngsl-core""]","[""before""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
107,company,107,"[""ngsl-core""]","[""company""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
108,through,108,"[""ngsl-core""]","[""through""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
109,down,109,"[""ngsl-core""]","[""down""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
110,show,110,"[""ngsl-core""]","[""show""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
111,life,111,"[""ngsl-core""]","[""life""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
112,man,112,"[""ngsl-core""]","[""man""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
113,change,113,"[""ngsl-core""]","[""change""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
114,place,114,"[""ngsl-core""]","[""place""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
115,long,115,"[""ngsl-core""]","[""long""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
116,between,116,"[""ngsl-core""]","[""between""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
117,feel,117,"[""ngsl-core""]","[""feel""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
118,too,118,"[""ngsl-core""]","[""too""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
119,still,119,"[""ngsl-core""]","[""still""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
120,problem,120,"[""ngsl-core""]","[""problem""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
121,write,121,"[""ngsl-core""]","[""write""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
122,same,122,"[""ngsl-core""]","[""same""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
123,lot,123,"[""ngsl-core""]","[""lot""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
124,great,124,"[""ngsl-core""]","[""great""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
125,try,125,"[""ngsl-core""]","[""try""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
126,leave,126,"[""ngsl-core""]","[""leave""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
127,number,127,"[""ngsl-core""]","[""number""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
128,both,128,"[""ngsl-core""]","[""both""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
129,own,129,"[""ngsl-core""]","[""own""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
130,part,130,"[""ngsl-core""]","[""part""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
131,point,131,"[""ngsl-core""]","[""point""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
132,little,132,"[""ngsl-core""]","[""little""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
133,help,133,"[""ngsl-core""]","[""help""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
134,ask,134,"[""ngsl-core""]","[""ask""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
135,meet,135,"[""ngsl-core""]","[""meet""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
136,start,136,"[""ngsl-core""]","[""start""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
137,talk,137,"[""ngsl-core""]","[""talk""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
138,something,138,"[""ngsl-core""]","[""something""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
139,put,139,"[""ngsl-core""]","[""put""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
140,another,140,"[""ngsl-core""]","[""another""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
141,become,141,"[""ngsl-core""]","[""become""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
142,interest,142,"[""ngsl-core""]","[""interest""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
143,country,143,"[""ngsl-core""]","[""country""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
144,old,144,"[""ngsl-core""]","[""old""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
145,each,145,"[""ngsl-core""]","[""each""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
146,school,146,"[""ngsl-core""]","[""school""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
147,late,147,"[""ngsl-core""]","[""late""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
148,high,148,"[""ngsl-core""]","[""high""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
149,different,149,"[""ngsl-core""]","[""different""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
150,off,150,"[""ngsl-core""]","[""off""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
151,next,151,"[""ngsl-core""]","[""next""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
152,end,152,"[""ngsl-core""]","[""end""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
153,live,153,"[""ngsl-core""]","[""live""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
154,why,154,"[""ngsl-core""]","[""why""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
155,while,155,"[""ngsl-core""]","[""while""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
156,world,156,"[""ngsl-core""]","[""world""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
157,week,157,"[""ngsl-core""]","[""week""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
158,play,158,"[""ngsl-core""]","[""play""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
159,might,159,"[""ngsl-core""]","[""might""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
160,must,160,"[""ngsl-core""]","[""must""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
161,home,161,"[""ngsl-core""]","[""home""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
162,never,162,"[""ngsl-core""]","[""never""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
163,include,163,"[""ngsl-core""]","[""include""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
164,course,164,"[""ngsl-core""]","[""course""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
165,house,165,"[""ngsl-core""]","[""house""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
166,report,166,"[""ngsl-core""]","[""report""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
167,group,167,"[""ngsl-core""]","[""group""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
168,case,168,"[""ngsl-core""]","[""case""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
169,woman,169,"[""ngsl-core""]","[""woman""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
170,around,170,"[""ngsl-core""]","[""around""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
171,book,171,"[""ngsl-core""]","[""book""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
172,family,172,"[""ngsl-core""]","[""family""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
173,seem,173,"[""ngsl-core""]","[""seem""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
174,let,174,"[""ngsl-core""]","[""let""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
175,again,175,"[""ngsl-core""]","[""again""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
176,kind,176,"[""ngsl-core""]","[""kind""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
177,keep,177,"[""ngsl-core""]","[""keep""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
178,hear,178,"[""ngsl-core""]","[""hear""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
179,system,179,"[""ngsl-core""]","[""system""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
180,every,180,"[""ngsl-core""]","[""every""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
181,question,181,"[""ngsl-core""]","[""question""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
182,during,182,"[""ngsl-core""]","[""during""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
183,always,183,"[""ngsl-core""]","[""always""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
184,big,184,"[""ngsl-core""]","[""big""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
185,set,185,"[""ngsl-core""]","[""set""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
186,small,186,"[""ngsl-core""]","[""small""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
187,study,187,"[""ngsl-core""]","[""study""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
188,follow,188,"[""ngsl-core""]","[""follow""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
189,begin,189,"[""ngsl-core""]","[""begin""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
190,important,190,"[""ngsl-core""]","[""important""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
191,since,191,"[""ngsl-core""]","[""since""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
192,run,192,"[""ngsl-core""]","[""run""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
193,under,193,"[""ngsl-core""]","[""under""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
194,turn,194,"[""ngsl-core""]","[""turn""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
195,few,195,"[""ngsl-core""]","[""few""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
196,bring,196,"[""ngsl-core""]","[""bring""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
197,early,197,"[""ngsl-core""]","[""early""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
198,hand,198,"[""ngsl-core""]","[""hand""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
