priority_order,normalized_word,learner_rank,source_memberships,original_source_lemmas,rank_source,rank_source_version,rank_source_url,rank_source_license
1631,recover,1631,"[""ngsl-core""]","[""recover""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1632,dad,1632,"[""ngsl-core""]","[""dad""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1633,stretch,1633,"[""ngsl-core""]","[""stretch""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1634,declare,1634,"[""ngsl-core""]","[""declare""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1635,retire,1635,"[""ngsl-core""]","[""retire""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1636,tiny,1636,"[""ngsl-core""]","[""tiny""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1637,careful,1637,"[""ngsl-core""]","[""careful""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1638,suitable,1638,"[""ngsl-core""]","[""suitable""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1639,native,1639,"[""ngsl-core""]","[""native""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1640,fruit,1640,"[""ngsl-core""]","[""fruit""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1641,analyze,1641,"[""ngsl-core""]","[""analyze""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1642,witness,1642,"[""ngsl-core""]","[""witness""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1643,mail,1643,"[""ngsl-core""]","[""mail""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1644,terrible,1644,"[""ngsl-core""]","[""terrible""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1645,researcher,1645,"[""ngsl-core""]","[""researcher""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1646,ordinary,1646,"[""ngsl-core""]","[""ordinary""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1647,selection,1647,"[""ngsl-core""]","[""selection""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1648,anywhere,1648,"[""ngsl-core""]","[""anywhere""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1649,mental,1649,"[""ngsl-core""]","[""mental""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1650,participant,1650,"[""ngsl-core""]","[""participant""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1651,vision,1651,"[""ngsl-core""]","[""vision""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1652,personality,1652,"[""ngsl-core""]","[""personality""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1653,specifically,1653,"[""ngsl-core""]","[""specifically""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1654,fat,1654,"[""ngsl-core""]","[""fat""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1655,entry,1655,"[""ngsl-core""]","[""entry""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1656,fellow,1656,"[""ngsl-core""]","[""fellow""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1657,chemical,1657,"[""ngsl-core""]","[""chemical""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1658,capture,1658,"[""ngsl-core""]","[""capture""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1659,tip,1659,"[""ngsl-core""]","[""tip""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1660,discount,1660,"[""ngsl-core""]","[""discount""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1661,peak,1661,"[""ngsl-core""]","[""peak""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1662,chairman,1662,"[""ngsl-core""]","[""chairman""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1663,proportion,1663,"[""ngsl-core""]","[""proportion""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1664,ear,1664,"[""ngsl-core""]","[""ear""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1665,disappear,1665,"[""ngsl-core""]","[""disappear""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1666,shout,1666,"[""ngsl-core""]","[""shout""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1667,yard,1667,"[""ngsl-core""]","[""yard""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1668,constant,1668,"[""ngsl-core""]","[""constant""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1669,significantly,1669,"[""ngsl-core""]","[""significantly""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1670,hill,1670,"[""ngsl-core""]","[""hill""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1671,considerable,1671,"[""ngsl-core""]","[""considerable""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1672,instruction,1672,"[""ngsl-core""]","[""instruction""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1673,intelligence,1673,"[""ngsl-core""]","[""intelligence""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1674,ideal,1674,"[""ngsl-core""]","[""ideal""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1675,folk,1675,"[""ngsl-core""]","[""folk""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1676,surely,1676,"[""ngsl-core""]","[""surely""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1677,guard,1677,"[""ngsl-core""]","[""guard""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1678,cat,1678,"[""ngsl-core""]","[""cat""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1679,somewhat,1679,"[""ngsl-core""]","[""somewhat""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1680,kiss,1680,"[""ngsl-core""]","[""kiss""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1681,presentation,1681,"[""ngsl-core""]","[""presentation""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1682,joint,1682,"[""ngsl-core""]","[""joint""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1683,compete,1683,"[""ngsl-core""]","[""compete""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1684,poll,1684,"[""ngsl-core""]","[""poll""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1685,weak,1685,"[""ngsl-core""]","[""weak""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1686,faith,1686,"[""ngsl-core""]","[""faith""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1687,reduction,1687,"[""ngsl-core""]","[""reduction""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1688,reserve,1688,"[""ngsl-core""]","[""reserve""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1689,complaint,1689,"[""ngsl-core""]","[""complaint""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1690,bore,1690,"[""ngsl-core""]","[""bore""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1691,mission,1691,"[""ngsl-core""]","[""mission""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1692,somehow,1692,"[""ngsl-core""]","[""somehow""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1693,tone,1693,"[""ngsl-core""]","[""tone""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1694,neighborhood,1694,"[""ngsl-core""]","[""neighborhood""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1695,passenger,1695,"[""ngsl-core""]","[""passenger""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1696,justice,1696,"[""ngsl-core""]","[""justice""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1697,phase,1697,"[""ngsl-core""]","[""phase""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1698,thin,1698,"[""ngsl-core""]","[""thin""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1699,rush,1699,"[""ngsl-core""]","[""rush""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1700,formal,1700,"[""ngsl-core""]","[""formal""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1701,religion,1701,"[""ngsl-core""]","[""religion""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1702,employer,1702,"[""ngsl-core""]","[""employer""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1703,reject,1703,"[""ngsl-core""]","[""reject""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1704,latter,1704,"[""ngsl-core""]","[""latter""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1705,plate,1705,"[""ngsl-core""]","[""plate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1706,ban,1706,"[""ngsl-core""]","[""ban""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1707,steal,1707,"[""ngsl-core""]","[""steal""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1708,protest,1708,"[""ngsl-core""]","[""protest""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1709,index,1709,"[""ngsl-core""]","[""index""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1710,sad,1710,"[""ngsl-core""]","[""sad""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1711,frequently,1711,"[""ngsl-core""]","[""frequently""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1712,circle,1712,"[""ngsl-core""]","[""circle""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1713,helpful,1713,"[""ngsl-core""]","[""helpful""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1714,command,1714,"[""ngsl-core""]","[""command""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1715,attractive,1715,"[""ngsl-core""]","[""attractive""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1716,sick,1716,"[""ngsl-core""]","[""sick""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1717,impression,1717,"[""ngsl-core""]","[""impression""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1718,unable,1718,"[""ngsl-core""]","[""unable""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1719,joke,1719,"[""ngsl-core""]","[""joke""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1720,sky,1720,"[""ngsl-core""]","[""sky""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1721,column,1721,"[""ngsl-core""]","[""column""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1722,electronic,1722,"[""ngsl-core""]","[""electronic""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1723,impose,1723,"[""ngsl-core""]","[""impose""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1724,criminal,1724,"[""ngsl-core""]","[""criminal""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1725,besides,1725,"[""ngsl-core""]","[""besides""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1726,properly,1726,"[""ngsl-core""]","[""properly""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1727,ancient,1727,"[""ngsl-core""]","[""ancient""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1728,coast,1728,"[""ngsl-core""]","[""coast""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1729,ill,1729,"[""ngsl-core""]","[""ill""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1730,kick,1730,"[""ngsl-core""]","[""kick""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1731,closely,1731,"[""ngsl-core""]","[""closely""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1732,multiple,1732,"[""ngsl-core""]","[""multiple""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1733,yield,1733,"[""ngsl-core""]","[""yield""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1734,via,1734,"[""ngsl-core""]","[""via""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1735,legislation,1735,"[""ngsl-core""]","[""legislation""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1736,county,1736,"[""ngsl-core""]","[""county""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1737,unlike,1737,"[""ngsl-core""]","[""unlike""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1738,mobile,1738,"[""ngsl-core""]","[""mobile""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1739,assistant,1739,"[""ngsl-core""]","[""assistant""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1740,implement,1740,"[""ngsl-core""]","[""implement""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1741,chart,1741,"[""ngsl-core""]","[""chart""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1742,attach,1742,"[""ngsl-core""]","[""attach""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1743,hell,1743,"[""ngsl-core""]","[""hell""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1744,everywhere,1744,"[""ngsl-core""]","[""everywhere""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1745,advise,1745,"[""ngsl-core""]","[""advise""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1746,household,1746,"[""ngsl-core""]","[""household""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1747,acknowledge,1747,"[""ngsl-core""]","[""acknowledge""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1748,reward,1748,"[""ngsl-core""]","[""reward""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1749,east,1749,"[""ngsl-core""]","[""east""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1750,hat,1750,"[""ngsl-core""]","[""hat""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1751,academic,1751,"[""ngsl-core""]","[""academic""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1752,voter,1752,"[""ngsl-core""]","[""voter""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1753,meanwhile,1753,"[""ngsl-core""]","[""meanwhile""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1754,furthermore,1754,"[""ngsl-core""]","[""furthermore""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1755,accuse,1755,"[""ngsl-core""]","[""accuse""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1756,scientific,1756,"[""ngsl-core""]","[""scientific""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1757,wage,1757,"[""ngsl-core""]","[""wage""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1758,absence,1758,"[""ngsl-core""]","[""absence""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1759,construct,1759,"[""ngsl-core""]","[""construct""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1760,remark,1760,"[""ngsl-core""]","[""remark""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1761,medicine,1761,"[""ngsl-core""]","[""medicine""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1762,professor,1762,"[""ngsl-core""]","[""professor""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1763,rare,1763,"[""ngsl-core""]","[""rare""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1764,intention,1764,"[""ngsl-core""]","[""intention""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1765,dozen,1765,"[""ngsl-core""]","[""dozen""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1766,settlement,1766,"[""ngsl-core""]","[""settlement""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1767,gap,1767,"[""ngsl-core""]","[""gap""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1768,widely,1768,"[""ngsl-core""]","[""widely""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1769,minimum,1769,"[""ngsl-core""]","[""minimum""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1770,northern,1770,"[""ngsl-core""]","[""northern""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1771,estate,1771,"[""ngsl-core""]","[""estate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1772,equally,1772,"[""ngsl-core""]","[""equally""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1773,expose,1773,"[""ngsl-core""]","[""expose""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1774,alive,1774,"[""ngsl-core""]","[""alive""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1775,shut,1775,"[""ngsl-core""]","[""shut""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1776,victory,1776,"[""ngsl-core""]","[""victory""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1777,resolve,1777,"[""ngsl-core""]","[""resolve""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1778,critic,1778,"[""ngsl-core""]","[""critic""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1779,variable,1779,"[""ngsl-core""]","[""variable""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1780,enormous,1780,"[""ngsl-core""]","[""enormous""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1781,sweet,1781,"[""ngsl-core""]","[""sweet""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1782,permanent,1782,"[""ngsl-core""]","[""permanent""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1783,emotion,1783,"[""ngsl-core""]","[""emotion""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1784,pursue,1784,"[""ngsl-core""]","[""pursue""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1785,tall,1785,"[""ngsl-core""]","[""tall""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1786,urge,1786,"[""ngsl-core""]","[""urge""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1787,enemy,1787,"[""ngsl-core""]","[""enemy""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1788,appoint,1788,"[""ngsl-core""]","[""appoint""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1789,milk,1789,"[""ngsl-core""]","[""milk""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1790,talent,1790,"[""ngsl-core""]","[""talent""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1791,smell,1791,"[""ngsl-core""]","[""smell""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1792,prior,1792,"[""ngsl-core""]","[""prior""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1793,priority,1793,"[""ngsl-core""]","[""priority""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1794,online,1794,"[""ngsl-core""]","[""online""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1795,phrase,1795,"[""ngsl-core""]","[""phrase""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1796,pilot,1796,"[""ngsl-core""]","[""pilot""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1797,stable,1797,"[""ngsl-core""]","[""stable""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1798,merely,1798,"[""ngsl-core""]","[""merely""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1799,resolution,1799,"[""ngsl-core""]","[""resolution""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1800,communicate,1800,"[""ngsl-core""]","[""communicate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1801,injury,1801,"[""ngsl-core""]","[""injury""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1802,vast,1802,"[""ngsl-core""]","[""vast""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1803,exhibition,1803,"[""ngsl-core""]","[""exhibition""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1804,producer,1804,"[""ngsl-core""]","[""producer""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1805,regional,1805,"[""ngsl-core""]","[""regional""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1806,immediate,1806,"[""ngsl-core""]","[""immediate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1807,incident,1807,"[""ngsl-core""]","[""incident""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1808,childhood,1808,"[""ngsl-core""]","[""childhood""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1809,draft,1809,"[""ngsl-core""]","[""draft""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1810,slip,1810,"[""ngsl-core""]","[""slip""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1811,accompany,1811,"[""ngsl-core""]","[""accompany""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1812,politician,1812,"[""ngsl-core""]","[""politician""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1813,angry,1813,"[""ngsl-core""]","[""angry""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1814,knock,1814,"[""ngsl-core""]","[""knock""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1815,seed,1815,"[""ngsl-core""]","[""seed""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
1816,salary,1816,"[""ngsl-core""]","[""salary""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
